datetime,text_length,user_verified,sadness,joy,love,anger,fear,surprise,num_tweets
2017-01-02 00:00:00+00:00,113.1304347826087,0.0,0.02814758724897452,0.7583413875621298,0.005455034805218811,0.14575381544621094,0.05879349182562336,0.0035087080854598594,23
2017-01-03 00:00:00+00:00,99.05714285714286,0.02857142857142857,0.07080385393720852,0.7004508926400117,0.00507493028250922,0.14834846899778184,0.07213749053272685,0.0031843642155373734,35
2017-01-04 00:00:00+00:00,100.97826086956522,0.0,0.037454816862009466,0.7143858112597271,0.0045020210850255,0.18774968254096483,0.049753247378090316,0.006154418652168597,46
2017-01-05 00:00:00+00:00,97.75862068965517,0.017241379310344827,0.07215029031544089,0.6734708734097538,0.004253095505630662,0.16989324424728944,0.07588631713237003,0.004346177265939206,58
2017-01-06 00:00:00+00:00,100.66153846153846,0.015384615384615385,0.052288257461399416,0.6531148096600261,0.004820998904492276,0.19461131169944285,0.09153964857776793,0.0036249737409749425,65
2017-01-07 00:00:00+00:00,103.17441860465117,0.011627906976744186,0.05051798290887111,0.6097267643815221,0.004195278588625559,0.23119578917841102,0.10103522272994417,0.0033289620073763976,86
2017-01-08 00:00:00+00:00,113.75757575757575,0.0,0.0357393605112465,0.6967022168647611,0.009009343706014934,0.20499419260092758,0.05035275320705929,0.003202146458947523,33
2017-01-09 00:00:00+00:00,99.125,0.0,0.18504728050902486,0.6451139913260704,0.0041882534824253526,0.11084275951725431,0.0516985118156299,0.003109228689936572,8
2017-01-10 00:00:00+00:00,104.70370370370371,0.037037037037037035,0.07565175990335482,0.7029919478823833,0.004329067111636202,0.14162479012084975,0.07117921885255334,0.004223205133004942,81
2017-01-11 00:00:00+00:00,91.20192307692308,0.0,0.0827380766708162,0.632821945399393,0.004428851741417579,0.1963063308996005,0.08031092889667399,0.003393863990612982,104
2017-01-12 00:00:00+00:00,109.49152542372882,0.03389830508474576,0.06787397522455618,0.5480758473967692,0.023626355023687644,0.2838957629845304,0.07347705068808617,0.0030510157763058224,59
2017-01-13 00:00:00+00:00,95.97560975609755,0.0,0.04965775626109595,0.5782623615615615,0.006509369474881124,0.2504286736664476,0.1117581659608532,0.0033836738233420454,41
2017-01-14 00:00:00+00:00,89.13793103448276,0.0,0.030599964894996636,0.7045647418126464,0.004707551994842702,0.17980213176282445,0.07720760423248506,0.0031180114611774556,29
2017-01-15 00:00:00+00:00,111.17647058823529,0.0,0.028174528632970416,0.6735132552464219,0.005513979532920262,0.2278335887719603,0.06152381698655732,0.00344081932117286,17
2017-01-16 00:00:00+00:00,107.45454545454545,0.0,0.02625291154254228,0.7448690822347999,0.004927138448692858,0.14556367540816692,0.07540045693432065,0.0029867435646751387,22
2017-01-17 00:00:00+00:00,105.69047619047619,0.0,0.030348615806793704,0.7042157646446001,0.009840605680697731,0.1865293819573708,0.06563738900253416,0.003428248816081101,42
2017-01-18 00:00:00+00:00,103.77669902912622,0.009708737864077669,0.07566156256231886,0.6286737471818924,0.005279609020822003,0.21536318082430228,0.07182952852804413,0.003192366903039708,103
2017-01-19 00:00:00+00:00,103.14516129032258,0.03225806451612903,0.05385870865504858,0.6921414626732229,0.003916581984676961,0.15253083264049624,0.09502716808891555,0.0025252462655771524,62
2017-01-20 00:00:00+00:00,99.45,0.0,0.04947240854526171,0.6848875480529386,0.004788154870038852,0.14777178366057342,0.1100646325157868,0.0030154666703310793,40
2017-01-21 00:00:00+00:00,103.23076923076923,0.0,0.018704317277297378,0.7891850035924178,0.004369765943220745,0.1254167254060471,0.05947667869287006,0.00284751821723498,26
2017-01-22 00:00:00+00:00,107.28571428571429,0.0,0.020725610366623317,0.6399627955896514,0.004098419574022826,0.27242053685975925,0.06038420554250479,0.0024084429439556387,14
2017-01-23 00:00:00+00:00,121.8125,0.0,0.05803244283015374,0.600785871152766,0.004885059126536362,0.18333362805424258,0.1498031903465744,0.0031598095956724137,16
2017-01-24 00:00:00+00:00,85.56521739130434,0.0,0.044868019946000495,0.6733791030103179,0.006363534134478592,0.18426366580609718,0.08792560190245834,0.0032000747172708584,46
2017-01-25 00:00:00+00:00,102.47727272727273,0.0,0.029502119179100686,0.6860399965027516,0.011373899814895016,0.20501638857108032,0.06434879405820869,0.003718781679212539,44
2017-01-26 00:00:00+00:00,91.64150943396227,0.03773584905660377,0.10171397808029861,0.5559565969578096,0.0047136775076824225,0.26834870978722014,0.06633458201628495,0.002932465366441493,53
2017-01-27 00:00:00+00:00,93.52083333333333,0.0,0.03847310467487356,0.6644951710841269,0.004107304127198101,0.20348681390411608,0.0862543152931418,0.003183300180050234,48
2017-01-28 00:00:00+00:00,101.21739130434783,0.0,0.027752325725842915,0.7227665510676478,0.0034246536062868395,0.20221352209235824,0.04172782935505814,0.0021151144566196626,23
2017-01-29 00:00:00+00:00,102.63636363636364,0.0,0.01798935073681853,0.5939247526905753,0.004717656940391118,0.310457684438337,0.06995512172579765,0.0029554211915555325,11
2017-01-30 00:00:00+00:00,125.83333333333333,0.0,0.019553783504913252,0.722821389635404,0.0044725441839545965,0.1870023092875878,0.06308324759205182,0.0030667059084710977,6
2017-01-31 00:00:00+00:00,98.3170731707317,0.024390243902439025,0.020895783840565056,0.6429649711978372,0.004281838406047716,0.14936862039243484,0.17852032215124358,0.003968465932724406,41
2017-02-01 00:00:00+00:00,92.19047619047619,0.0,0.039260060497326776,0.7309013817548042,0.003971916780019889,0.1600854615660085,0.0630282810466486,0.0027528970146834452,42
2017-02-02 00:00:00+00:00,97.9375,0.0,0.07797712712181237,0.6708765074872645,0.0046662088061566465,0.19061530057661003,0.05300816269073039,0.0028566829701048846,32
2017-02-03 00:00:00+00:00,92.17391304347827,0.0,0.019704032438786944,0.7516871820325437,0.004495022021254282,0.15324389169235592,0.0677474198354226,0.0031224520530288473,23
2017-02-04 00:00:00+00:00,88.27906976744185,0.023255813953488372,0.04155864776992022,0.6687790435240712,0.004247061609761616,0.17085470761941357,0.09110676481247727,0.023453756486645053,43
2017-02-05 00:00:00+00:00,98.26315789473684,0.0,0.10222794637574177,0.616638856817429,0.00447986737249027,0.18460954632610083,0.08892014708468005,0.003123630429495518,19
2017-02-06 00:00:00+00:00,115.70588235294117,0.0,0.014975389986134627,0.758035466513213,0.003672663084751762,0.15980092890779762,0.06070503759581376,0.0028105154941680238,17
2017-02-07 00:00:00+00:00,91.27522935779817,0.01834862385321101,0.052602226238210745,0.673802447810218,0.003773952543136339,0.19449669588797772,0.06318208204842399,0.012142601181724142,109
2017-02-08 00:00:00+00:00,89.88888888888889,0.015873015873015872,0.07958176775395663,0.693318668560731,0.004471608439445614,0.17149671911038383,0.048409521777001724,0.0027217208447086346,63
2017-02-09 00:00:00+00:00,83.55147058823529,0.022058823529411766,0.04369059957410654,0.6361767111661988,0.0054229855074535245,0.22522054758369717,0.08631159675839145,0.003177564248771352,136
2017-02-10 00:00:00+00:00,91.12244897959184,0.0,0.046666736414000314,0.6268670309438341,0.03766482252148289,0.2013294111431828,0.07468033627944295,0.01279166195100905,98
2017-02-11 00:00:00+00:00,97.38202247191012,0.011235955056179775,0.047585523679454844,0.6545504291549723,0.021626325451711382,0.2104881792927679,0.06224917938911194,0.003500360289354432,89
2017-02-12 00:00:00+00:00,100.25,0.0,0.019085859894403256,0.5236673888575751,0.06519667014072185,0.2829880945500918,0.10600058879208518,0.003061383882595692,16
2017-02-13 00:00:00+00:00,102.41666666666667,0.0,0.019776471696483593,0.5937571073882282,0.0040180588645550115,0.24795554409502074,0.06597520310121278,0.06851762912022726,12
2017-02-14 00:00:00+00:00,95.10144927536231,0.0,0.032184830816982285,0.6655160735320785,0.004256563534052449,0.22508240465422336,0.06993364635475344,0.0030264861755616343,69
2017-02-15 00:00:00+00:00,104.13461538461539,0.0,0.06279008609103934,0.5893673051994903,0.007290521860480881,0.2073834487444121,0.11452612166389232,0.01864252084515801,52
2017-02-16 00:00:00+00:00,98.425,0.0,0.14041582308418582,0.4994397092465078,0.0038892248478077816,0.266146473808476,0.08725614708964713,0.0028526271798909875,40
2017-02-17 00:00:00+00:00,87.0952380952381,0.009523809523809525,0.04095094982185401,0.7028075126664979,0.007489650723125254,0.1675248527716446,0.07832243370177734,0.0029045933980904963,105
2017-02-18 00:00:00+00:00,107.3695652173913,0.021739130434782608,0.02726883839805732,0.7575332616435607,0.0037250278148111765,0.16282164142973235,0.04590883890784387,0.0027423795975704233,46
2017-02-19 00:00:00+00:00,108.125,0.0,0.030339850166152853,0.7558072470128536,0.0049791946075856686,0.1415779864958798,0.06408843929239083,0.003207281399227213,24
2017-02-20 00:00:00+00:00,122.63157894736842,0.0,0.023219549244171696,0.7478046511348925,0.004851352484700711,0.15866916989417454,0.062121330613368435,0.0033339380384667925,19
2017-02-21 00:00:00+00:00,103.62962962962963,0.0,0.12266547364372483,0.6402466255757544,0.004223344596404651,0.1273015800333168,0.09888147770565141,0.006681484716763306,27
2017-02-22 00:00:00+00:00,107.03571428571429,0.03571428571428571,0.0610361019238813,0.6674980577580365,0.0047381797194248065,0.2074785633864979,0.055929832433061426,0.003319272183164555,56
2017-02-23 00:00:00+00:00,91.58620689655173,0.034482758620689655,0.059547389315537595,0.6270215430928544,0.014006404945795456,0.19446347667347244,0.10141457543436079,0.0035466148530403367,87
2017-02-24 00:00:00+00:00,94.9219512195122,0.04878048780487805,0.0452785064686351,0.6819410291242004,0.0044793222991113615,0.183848173311832,0.08127036530619612,0.003182599225107058,205
2017-02-25 00:00:00+00:00,105.0204081632653,0.0,0.0804604068380657,0.6466384451790019,0.0042549608880683674,0.1988847205082456,0.06601193812895538,0.003749531160755563,196
2017-02-26 00:00:00+00:00,106.3125,0.0,0.1546086016951449,0.6357423933914106,0.004318305514061649,0.16873831559860264,0.034057692640089954,0.0025346687248202215,32
2017-02-27 00:00:00+00:00,108.3125,0.0,0.056074866908602417,0.6007275327574462,0.004629448842024431,0.2395591263193637,0.0960227848845534,0.00298624668357661,16
2017-02-28 00:00:00+00:00,102.375,0.015625,0.07816241585351236,0.6658923078030057,0.0045019522360689734,0.14431354764019488,0.08960749867310369,0.01752228898976682,64
2017-03-01 00:00:00+00:00,95.43859649122807,0.0,0.051222481055638605,0.6819236085161959,0.03669822633342017,0.1663271564543002,0.06077696661272887,0.0030515659656661577,57
2017-03-02 00:00:00+00:00,105.23255813953489,0.046511627906976744,0.09165248127794977,0.6776852041352973,0.004444126169018577,0.14898949735906236,0.07424510073263285,0.0029835877249688777,43
2017-03-03 00:00:00+00:00,113.64285714285714,0.07142857142857142,0.06030165281845257,0.7281261228823236,0.004158882499073765,0.13459440287468688,0.0697049585786382,0.0031140023742669393,28
2017-03-04 00:00:00+00:00,101.6923076923077,0.07692307692307693,0.06938535495114942,0.6585427560270406,0.0038900145490725455,0.20407319398005852,0.06140576452330256,0.00270290470843275,26
2017-03-05 00:00:00+00:00,124.1,0.0,0.01072365075815469,0.7622222147881985,0.003242714944644831,0.09828342346590943,0.12264904683688656,0.0028789570555090905,10
