datetime,text_length,user_verified,sadness,joy,love,anger,fear,surprise,num_tweets
2017-01-01,123.0,0.0,0.003015577749465592,0.9823277294635773,0.0008560959540773185,0.00728384887042921,0.005902419114136137,0.000614303229667712,2
2017-01-02,122.16666666666667,0.0,0.009559396828990428,0.8313624461491903,0.0023729714351550988,0.13269937961983183,0.022056893755992252,0.0019488871039357036,6
2017-01-03,105.16666666666667,0.0,0.007863980174685517,0.8830313583215078,0.0020451820503997924,0.07393270168783299,0.03142961844666085,0.0016971221533215914,6
2017-01-04,117.44444444444444,0.0,0.1733353342860937,0.754631219845679,0.0016633999702106747,0.049060931170566216,0.020012616800765198,0.0012964888074849215,9
2017-01-05,110.4,0.0,0.02722701393067837,0.7220582664012909,0.003828272758983076,0.1690681952983141,0.0743536576628685,0.00346454051323235,5
2017-01-06,120.6923076923077,0.0,0.028290659970550153,0.8316368002157944,0.0030220118060242385,0.09948301732611771,0.03387337320152885,0.0036941538464116794,13
2017-01-07,109.33333333333333,0.0,0.013330318014292667,0.7794602426389853,0.003648142082965933,0.14420803762186551,0.056429755307666106,0.0029234944904601434,24
2017-01-08,105.28571428571429,0.0,0.011267494711708943,0.8280384285109383,0.0030940083774372135,0.11289671869391375,0.042346359003983834,0.0023569902810517567,14
2017-01-09,124.0,0.0,0.09496643519251728,0.8447583190205953,0.0021427986680266813,0.03781459693867794,0.018378864516979895,0.0019390048616079857,23
2017-01-10,113.08,0.0,0.012657456356100738,0.8631616926193237,0.003165831685764715,0.08762496808310971,0.03128521483857185,0.0021048411168158054,25
2017-01-11,119.05555555555556,0.0,0.011585093725847805,0.8787979947196113,0.0037004999176133424,0.060125576333828375,0.04365809943960307,0.002132741167669236,18
2017-01-12,117.05882352941177,0.0,0.014728693940389134,0.7789718596374288,0.003976117073120002,0.14153428482292357,0.05837445868340129,0.002414574085645761,17
2017-01-13,120.3529411764706,0.0,0.006433986560510033,0.9277344942092896,0.0017610260247773327,0.04173305882004035,0.01956742419176461,0.0027699957401423224,17
2017-01-14,134.0,0.0,0.010405267588794231,0.8990070819854736,0.003247902495786548,0.0672573670744896,0.018069613724946976,0.002012725919485092,1
2017-01-15,,,,,,,,,0
2017-01-16,99.2,0.0,0.020572660118341447,0.7479393243789673,0.005670573841780424,0.1320003755390644,0.09066163748502731,0.0031554762274026865,5
2017-01-17,106.0,0.0,0.0417745626764372,0.7045144736766815,0.004265702213160694,0.1633253370722135,0.08303253795020282,0.0030873456853441894,6
2017-01-18,117.6,0.0,0.003788594374782406,0.957861602306366,0.0010962622822262348,0.023045493790414186,0.012347754705115222,0.0018602822907269,10
2017-01-19,53.0,0.0,0.033351343125104904,0.3044533431529999,0.005746630020439625,0.5604651272296906,0.09228697791695593,0.0036965723847970366,2
2017-01-20,108.33333333333333,0.0,0.02982559862236182,0.7870110074679056,0.005219315178692341,0.09852219372987747,0.07611466633776824,0.0033072251050422588,3
2017-01-21,136.0,0.0,0.06358624994754791,0.4279851913452149,0.006598426029086113,0.3447086215019226,0.15233147144317627,0.004790032282471657,1
2017-01-22,,,,,,,,,0
2017-01-23,112.0,0.0,0.014533184468746185,0.8807451426982879,0.0049340438563376665,0.06718125939369202,0.0301630487665534,0.00244329177075997,2
2017-01-24,100.0,0.0,0.003614138113334775,0.9829012155532836,0.0011665334459394214,0.009247818030416964,0.0022264383733272552,0.000843780639115721,1
2017-01-25,,,,,,,,,0
2017-01-26,112.0,0.0,0.0033923914888873696,0.019435354508459568,0.0014422006788663566,0.9617972671985626,0.01325602876022458,0.0006767106824554503,2
2017-01-27,,,,,,,,,0
2017-01-28,,,,,,,,,0
